ResourceID,hcut_id,short_name,long_name
spase://SMWG/Observatory/WDC/Lwiro,WDC_Lwiro,Lwiro Ground Observatory,Lwiro Ground Observatory
spase://SMWG/Observatory/WDC/Macquarie.Island,WDC_Macquarie.Island,Macquarie Island Ground Observatory,Macquarie Island Ground Observatory
spase://SMWG/Observatory/WDC/Magadan,WDC_Magadan,Magadan Ground Observatory,Magadan Ground Observatory
spase://SMWG/Observatory/WDC/Manhay,WDC_Manhay,Manhay Ground Observatory,Manhay Ground Observatory
spase://SMWG/Observatory/WDC/Manzhouli,WDC_Manzhouli,Manzhouli Ground Observatory,Manzhouli Ground Observatory
spase://SMWG/Observatory/WDC/Maputo,WDC_Maputo,Maputo Ground Observatory,Maputo Ground Observatory
spase://SMWG/Observatory/WDC/Martin.de.Vivies,WDC_Martin.de.Vivies,Martin de Vivies Ground Observatory,Martin de Vivies Ground Observatory
spase://SMWG/Observatory/WDC/Mawson,WDC_Mawson,Mawson Ground Observatory,Mawson Ground Observatory
spase://SMWG/Observatory/WDC/MBour,WDC_MBour,MBour Ground Observatory,MBour Ground Observatory
spase://SMWG/Observatory/WDC/Meanook,WDC_Meanook,Meanook Ground Observatory,Meanook Ground Observatory
spase://SMWG/Observatory/WDC/Memambetsu,WDC_Memambetsu,Memambetsu Ground Observatory,Memambetsu Ground Observatory
spase://SMWG/Observatory/WDC/Midway,WDC_Midway,Midway Ground Observatory,Midway Ground Observatory
spase://SMWG/Observatory/WDC/Minck,WDC_Minck,Minck Ground Observatory,Minck Ground Observatory
spase://SMWG/Observatory/WDC/Mirny,WDC_Mirny,Mirny Ground Observatory,Mirny Ground Observatory
spase://SMWG/Observatory/WDC/Misallat,WDC_Misallat,Misallat Ground Observatory,Misallat Ground Observatory
spase://SMWG/Observatory/WDC/Mizusawa,WDC_Mizusawa,Mizusawa Ground Observatory,Mizusawa Ground Observatory
spase://SMWG/Observatory/WDC/Moca,WDC_Moca,Moca Ground Observatory,Moca Ground Observatory
spase://SMWG/Observatory/WDC/Molodezhnaya,WDC_Molodezhnaya,Molodezhnaya Ground Observatory,Molodezhnaya Ground Observatory
spase://SMWG/Observatory/WDC/Monte.Capellino,WDC_Monte.Capellino,Monte Capellino Ground Observatory,Monte Capellino Ground Observatory
spase://SMWG/Observatory/WDC/Mould.Bay,WDC_Mould.Bay,Mould Bay Ground Observatory,Mould Bay Ground Observatory
spase://SMWG/Observatory/WDC/Muntinlupa,WDC_Muntinlupa,Muntinlupa Ground Observatory,Muntinlupa Ground Observatory
spase://SMWG/Observatory/WDC/Murchison.Bay,WDC_Murchison.Bay,Murchison Bay Ground Observatory,Murchison Bay Ground Observatory
spase://SMWG/Observatory/WDC/Nagpur,WDC_Nagpur,Nagpur Ground Observatory,Nagpur Ground Observatory
spase://SMWG/Observatory/WDC/Nagycenk,WDC_Nagycenk,Nagycenk Ground Observatory,Nagycenk Ground Observatory
spase://SMWG/Observatory/WDC/Nairobi,WDC_Nairobi,Nairobi Ground Observatory,Nairobi Ground Observatory
spase://SMWG/Observatory/WDC/Nampula,WDC_Nampula,Nampula Ground Observatory,Nampula Ground Observatory
spase://SMWG/Observatory/WDC/Narsarsuaq,WDC_Narsarsuaq,Narsarsuaq Ground Observatory,Narsarsuaq Ground Observatory
spase://SMWG/Observatory/WDC/Neumayer.Station,WDC_Neumayer.Station,Neumayer Station Ground Observatory,Neumayer Station Ground Observatory
spase://SMWG/Observatory/WDC/Newport,WDC_Newport,Newport Ground Observatory,Newport Ground Observatory
spase://SMWG/Observatory/WDC/Niemegk,WDC_Niemegk,Niemegk Ground Observatory,Niemegk Ground Observatory
spase://SMWG/Observatory/WDC/Norway.Station,WDC_Norway.Station,Norway Station Ground Observatory,Norway Station Ground Observatory
spase://SMWG/Observatory/WDC/Novokazalinsk,WDC_Novokazalinsk,Novokazalinsk Ground Observatory,Novokazalinsk Ground Observatory
spase://SMWG/Observatory/WDC/Novolazarevskaya,WDC_Novolazarevskaya,Novolazarevskaya Ground Observatory,Novolazarevskaya Ground Observatory
spase://SMWG/Observatory/WDC/Novosibirsk.Klyuch,WDC_Novosibirsk.Klyuch,"Novosibirsk, Klyuch Ground Observatory","Novosibirsk, Klyuch Ground Observatory"
spase://SMWG/Observatory/WDC/Nurmijarvi,WDC_Nurmijarvi,Nurmijarvi Ground Observatory,Nurmijarvi Ground Observatory
spase://SMWG/Observatory/WDC/Oasis,WDC_Oasis,Oasis Ground Observatory,Oasis Ground Observatory
spase://SMWG/Observatory/WDC/Ottawa,WDC_Ottawa,Ottawa Ground Observatory,Ottawa Ground Observatory
spase://SMWG/Observatory/WDC/Pamatai,WDC_Pamatai,Pamatai Ground Observatory,Pamatai Ground Observatory
spase://SMWG/Observatory/WDC/Panagyurishte,WDC_Panagyurishte,Panagyurishte Ground Observatory,Panagyurishte Ground Observatory
spase://SMWG/Observatory/WDC/Paramaribo,WDC_Paramaribo,Paramaribo Ground Observatory,Paramaribo Ground Observatory
spase://SMWG/Observatory/WDC/Paratunka,WDC_Paratunka,Paratunka Ground Observatory,Paratunka Ground Observatory
spase://SMWG/Observatory/WDC/Patrony,WDC_Patrony,Patrony Ground Observatory,Patrony Ground Observatory
spase://SMWG/Observatory/WDC/Penteli,WDC_Penteli,Penteli Ground Observatory,Penteli Ground Observatory
spase://SMWG/Observatory/WDC/Phuthuy,WDC_Phuthuy,Phuthuy Ground Observatory,Phuthuy Ground Observatory
spase://SMWG/Observatory/WDC/Pilar,WDC_Pilar,Pilar Ground Observatory,Pilar Ground Observatory
spase://SMWG/Observatory/WDC/Pionerskaya,WDC_Pionerskaya,Pionerskaya Ground Observatory,Pionerskaya Ground Observatory
spase://SMWG/Observatory/WDC/Plateau,WDC_Plateau,Plateau Ground Observatory,Plateau Ground Observatory
spase://SMWG/Observatory/WDC/Podkamennaya,WDC_Podkamennaya,Podkamennaya Ground Observatory,Podkamennaya Ground Observatory
spase://SMWG/Observatory/WDC/Pondicherry,WDC_Pondicherry,Pondicherry Ground Observatory,Pondicherry Ground Observatory
spase://SMWG/Observatory/WDC/Port.Alfred,WDC_Port.Alfred,Port Alfred Ground Observatory,Port Alfred Ground Observatory
spase://SMWG/Observatory/WDC/Port.aux.Francais,WDC_Port.aux.Francais,Port aux Francais Ground Observatory,Port aux Francais Ground Observatory
spase://SMWG/Observatory/WDC/Port.Moresby,WDC_Port.Moresby,Port Moresby Ground Observatory,Port Moresby Ground Observatory
spase://SMWG/Observatory/WDC/Port.Stanley,WDC_Port.Stanley,Port Stanley Ground Observatory,Port Stanley Ground Observatory
spase://SMWG/Observatory/WDC/Poste.de.la.Baleine,WDC_Poste.de.la.Baleine,Poste de la Baleine Ground Observatory,Poste de la Baleine Ground Observatory
spase://SMWG/Observatory/WDC/Price,WDC_Price,Price Ground Observatory,Price Ground Observatory
spase://SMWG/Observatory/WDC/Pruhonice,WDC_Pruhonice,Pruhonice Ground Observatory,Pruhonice Ground Observatory
spase://SMWG/Observatory/WDC/Qianling,WDC_Qianling,Qianling Ground Observatory,Qianling Ground Observatory
spase://SMWG/Observatory/WDC/Qiongzhong,WDC_Qiongzhong,Qiongzhong Ground Observatory,Qiongzhong Ground Observatory
spase://SMWG/Observatory/WDC/Qsaybeh,WDC_Qsaybeh,Qsaybeh Ground Observatory,Qsaybeh Ground Observatory
spase://SMWG/Observatory/WDC/Quanzhou,WDC_Quanzhou,Quanzhou Ground Observatory,Quanzhou Ground Observatory
spase://SMWG/Observatory/WDC/Quetta,WDC_Quetta,Quetta Ground Observatory,Quetta Ground Observatory
spase://SMWG/Observatory/WDC/Resolute,WDC_Resolute,Resolute Ground Observatory,Resolute Ground Observatory
spase://SMWG/Observatory/WDC/Roburent,WDC_Roburent,Roburent Ground Observatory,Roburent Ground Observatory
spase://SMWG/Observatory/WDC/Roi.Baudouin,WDC_Roi.Baudouin,Roi Baudouin Ground Observatory,Roi Baudouin Ground Observatory
spase://SMWG/Observatory/WDC/Rude.Skov,WDC_Rude.Skov,Rude Skov Ground Observatory,Rude Skov Ground Observatory
spase://SMWG/Observatory/WDC/Sabhawala,WDC_Sabhawala,Sabhawala Ground Observatory,Sabhawala Ground Observatory
spase://SMWG/Observatory/WDC/Saint.Johns,WDC_Saint.Johns,Saint Johns Ground Observatory,Saint Johns Ground Observatory
spase://SMWG/Observatory/WDC/San.Fernando,WDC_San.Fernando,San Fernando Ground Observatory,San Fernando Ground Observatory
spase://SMWG/Observatory/WDC/San.Juan,WDC_San.Juan,San Juan,San Juan
spase://SMWG/Observatory/WDC/San.Pablo.Toledo,WDC_San.Pablo.Toledo,San Pablo Toledo Ground Observatory,San Pablo-Toledo Ground Observatory
spase://SMWG/Observatory/WDC/Sanae,WDC_Sanae,Sanae Ground Observatory,Sanae Ground Observatory
spase://SMWG/Observatory/WDC/Sao.Miguel,WDC_Sao.Miguel,Sao Miguel Ground Observatory,Sao Miguel Ground Observatory
spase://SMWG/Observatory/WDC/Sapa,WDC_Sapa,Sapa Ground Observatory,Sapa Ground Observatory
spase://SMWG/Observatory/WDC/Scott.Base,WDC_Scott.Base,Scott Base Ground Observatory,Scott Base Ground Observatory
spase://SMWG/Observatory/WDC/Shillong,WDC_Shillong,Shillong Ground Observatory,Shillong Ground Observatory
spase://SMWG/Observatory/WDC/Shumagin,WDC_Shumagin,Shumagin Ground Observatory,Shumagin Ground Observatory
spase://SMWG/Observatory/WDC/Silchar,WDC_Silchar,Silchar Ground Observatory,Silchar Ground Observatory
spase://SMWG/Observatory/WDC/Simosato,WDC_Simosato,Simosato Ground Observatory,Simosato Ground Observatory
spase://SMWG/Observatory/WDC/Sitka,WDC_Sitka,Sitka Ground Observatory,Sitka Ground Observatory
spase://SMWG/Observatory/WDC/Sodankyla,WDC_Sodankyla,Sodankyla Ground Observatory,Sodankyla Ground Observatory
spase://SMWG/Observatory/WDC/South.Georgia,WDC_South.Georgia,South Georgia Ground Observatory,South Georgia Ground Observatory
spase://SMWG/Observatory/WDC/South.Pole,WDC_South.Pole,South Pole Ground Observatory,South Pole Ground Observatory
spase://SMWG/Observatory/WDC/Stepanovka,WDC_Stepanovka,Stepanovka Ground Observatory,Stepanovka Ground Observatory
spase://SMWG/Observatory/WDC/Stonyhurst,WDC_Stonyhurst,Stonyhurst Ground Observatory,Stonyhurst Ground Observatory
spase://SMWG/Observatory/WDC/Sukkertoppen,WDC_Sukkertoppen,Sukkertoppen Ground Observatory,Sukkertoppen Ground Observatory
spase://SMWG/Observatory/WDC/Surlari,WDC_Surlari,Surlari Ground Observatory,Surlari Ground Observatory
spase://SMWG/Observatory/WDC/Swider,WDC_Swider,Swider Ground Observatory,Swider Ground Observatory
spase://SMWG/Observatory/WDC/Tahiti,WDC_Tahiti,Tahiti Ground Observatory,Tahiti Ground Observatory
spase://SMWG/Observatory/WDC/Talara,WDC_Talara,Talara Ground Observatory,Talara Ground Observatory
spase://SMWG/Observatory/WDC/Tamanrasset,WDC_Tamanrasset,Tamanrasset Ground Observatory,Tamanrasset Ground Observatory
spase://SMWG/Observatory/WDC/Tangerang,WDC_Tangerang,Tangerang Ground Observatory,Tangerang Ground Observatory
spase://SMWG/Observatory/WDC/Tatuoca,WDC_Tatuoca,Tatuoca Ground Observatory,Tatuoca Ground Observatory
spase://SMWG/Observatory/WDC/Tehran,WDC_Tehran,Tehran Ground Observatory,Tehran Ground Observatory
spase://SMWG/Observatory/WDC/Teoloyucan,WDC_Teoloyucan,Teoloyucan Ground Observatory,Teoloyucan Ground Observatory
spase://SMWG/Observatory/WDC/Thule,WDC_Thule,Thule Ground Observatory,Thule Ground Observatory
spase://SMWG/Observatory/WDC/Tihany,WDC_Tihany,Tihany Ground Observatory,Tihany Ground Observatory
spase://SMWG/Observatory/WDC/Tikhaya.Bay,WDC_Tikhaya.Bay,Tikhaya Bay Ground Observatory,Tikhaya Bay Ground Observatory
spase://SMWG/Observatory/WDC/Tirunelveli,WDC_Tirunelveli,Tirunelveli Ground Observatory,Tirunelveli Ground Observatory
spase://SMWG/Observatory/WDC/Tixie.Bay,WDC_Tixie.Bay,Tixie Bay Ground Observatory,Tixie Bay Ground Observatory
spase://SMWG/Observatory/WDC/Toledo,WDC_Toledo,Toledo Ground Observatory,Toledo Ground Observatory
spase://SMWG/Observatory/WDC/Tomsk,WDC_Tomsk,Tomsk Ground Observatory,Tomsk Ground Observatory
spase://SMWG/Observatory/WDC/Tondano,WDC_Tondano,Tondano Ground Observatory,Tondano Ground Observatory
spase://SMWG/Observatory/WDC/Tonghai,WDC_Tonghai,Tonghai Ground Observatory,Tonghai Ground Observatory
spase://SMWG/Observatory/WDC/Toolangi,WDC_Toolangi,Toolangi Ground Observatory,Toolangi Ground Observatory
spase://SMWG/Observatory/WDC/Trelew,WDC_Trelew,Trelew Ground Observatory,Trelew Ground Observatory
spase://SMWG/Observatory/WDC/Trivandrum,WDC_Trivandrum,Trivandrum Ground Observatory,Trivandrum Ground Observatory
spase://SMWG/Observatory/WDC/Tromso,WDC_Tromso,Tromso Ground Observatory,Tromso Ground Observatory
spase://SMWG/Observatory/WDC/Tsumeb,WDC_Tsumeb,Tsumeb Ground Observatory,Tsumeb Ground Observatory
spase://SMWG/Observatory/WDC/Tucson,WDC_Tucson,Tucson Ground Observatory,Tucson Ground Observatory
spase://SMWG/Observatory/WDC/Tuntungan,WDC_Tuntungan,Tuntungan Ground Observatory,Tuntungan Ground Observatory
spase://SMWG/Observatory/WDC/Ujjain,WDC_Ujjain,Ujjain Ground Observatory,Ujjain Ground Observatory
spase://SMWG/Observatory/WDC/Uppsala,WDC_Uppsala,Uppsala Ground Observatory,Uppsala Ground Observatory
spase://SMWG/Observatory/WDC/V.Dubr,WDC_V.Dubr,V.Dubr. Ground Observatory,V.Dubr. Ground Observatory
spase://SMWG/Observatory/WDC/Val.Joyeux,WDC_Val.Joyeux,Val Joyeux Ground Observatory,Val Joyeux Ground Observatory
spase://SMWG/Observatory/WDC/Valentia,WDC_Valentia,Valentia Ground Observatory,Valentia Ground Observatory
spase://SMWG/Observatory/WDC/Vannovskaya,WDC_Vannovskaya,Vannovskaya Ground Observatory,Vannovskaya Ground Observatory
spase://SMWG/Observatory/WDC/Vassouras,WDC_Vassouras,Vassouras Ground Observatory,Vassouras Ground Observatory
spase://SMWG/Observatory/WDC/Victoria,WDC_Victoria,Victoria Ground Observatory,Victoria Ground Observatory
spase://SMWG/Observatory/WDC/Vieques,WDC_Vieques,Vieques Ground Observatory,Vieques Ground Observatory
spase://SMWG/Observatory/WDC/Visakhapatnam,WDC_Visakhapatnam,Visakhapatnam Ground Observatory,Visakhapatnam Ground Observatory
spase://SMWG/Observatory/WDC/Vostok,WDC_Vostok,Vostok Ground Observatory,Vostok Ground Observatory
spase://SMWG/Observatory/WDC/Voyeykovo,WDC_Voyeykovo,Voyeykovo Ground Observatory,Voyeykovo Ground Observatory
spase://SMWG/Observatory/WDC/Watheroo,WDC_Watheroo,Watheroo Ground Observatory,Watheroo Ground Observatory
spase://SMWG/Observatory/WDC/Whiteshell,WDC_Whiteshell,Whiteshell Ground Observatory,Whiteshell Ground Observatory
spase://SMWG/Observatory/WDC/Wien.Kobenzl,WDC_Wien.Kobenzl,Wien Kobenzl Ground Observatory,Wien Kobenzl Ground Observatory
spase://SMWG/Observatory/WDC/Wilkes,WDC_Wilkes,Wilkes Ground Observatory,Wilkes Ground Observatory
spase://SMWG/Observatory/WDC/Wingst,WDC_Wingst,Wingst Ground Observatory,Wingst Ground Observatory
spase://SMWG/Observatory/WDC/Witteveen,WDC_Witteveen,Witteveen Ground Observatory,Witteveen Ground Observatory
spase://SMWG/Observatory/WDC/Wuhan,WDC_Wuhan,Wuhan Ground Observatory,Wuhan Ground Observatory
spase://SMWG/Observatory/WDC/Y.Basar,WDC_Y.Basar,Y. Basar Ground Observatory,Y. Basar Ground Observatory
spase://SMWG/Observatory/WDC/Yakutsk,WDC_Yakutsk,Yakutsk Ground Observatory,Yakutsk Ground Observatory
spase://SMWG/Observatory/WDC/Yazhno.Sakhalinsk,WDC_Yazhno.Sakhalinsk,Yazhno Sakhalinsk Ground Observatory,Yazhno Sakhalinsk Ground Observatory
spase://SMWG/Observatory/WDC/Yellowknife,WDC_Yellowknife,Yellowknife Ground Observatory,Yellowknife Ground Observatory
spase://SMWG/Observatory/WDC/Zaymishche,WDC_Zaymishche,Zaymishche Ground Observatory,Zaymishche Ground Observatory
spase://SMWG/Observatory/WDC/Zo.Se,WDC_Zo.Se,Zo Se Ground Observatory,Zo-Se Ground Observatory
spase://SMWG/Observatory/Wind,Wind,Wind,ISTP/Wind
spase://SMWG/Observatory/WSO,WSO,WSO,WSO
spase://SMWG/Observatory/YNAO,YNAO,YNAO,YNAO
spase://SMWG/Observatory/Yohkoh,Yohkoh,Yohkoh,1991-062A
spase://SMWG/Observatory/Zond-3,Zond-3,Zond,Zond 3
