ResourceID,hcut_id,short_name,long_name
spase://SMWG/Observatory/IAGA/Lourenco.Marques,IAGA_Lourenco.Marques,Lourenco Marques,Lourenco.Marques
spase://SMWG/Observatory/IAGA/Lovo,IAGA_Lovo,Lovo,IAGA:LOV
spase://SMWG/Observatory/IAGA/Lovozero,IAGA_Lovozero,LOZ,Lovozero
spase://SMWG/Observatory/IAGA/Luanda,IAGA_Luanda,Luanda,IAGA:LUA
spase://SMWG/Observatory/IAGA/Lubeck,IAGA_Lubeck,Lubeck,IAGA:LUB
spase://SMWG/Observatory/IAGA/Lucky.Lake,IAGA_Lucky.Lake,LUC,Lucky.Lake
spase://SMWG/Observatory/IAGA/Lukiapang.1,IAGA_Lukiapang.1,Lukiapang 1,Lukiapang-1
spase://SMWG/Observatory/IAGA/Lukiapang.2,IAGA_Lukiapang.2,Lukiapang 2,Lukiapang-2
spase://SMWG/Observatory/IAGA/Lunping,IAGA_Lunping,Lunping,IAGA:LNP
spase://SMWG/Observatory/IAGA/Lvov,IAGA_Lvov,Lvov,IAGA:LVV
spase://SMWG/Observatory/IAGA/Lwiro,IAGA_Lwiro,Lwiro,IAGA:LWI
spase://SMWG/Observatory/IAGA/Lynn.Lake,IAGA_Lynn.Lake,Lynn Lake,Lynn.Lake
spase://SMWG/Observatory/IAGA/Macquarie.Island,IAGA_Macquarie.Island,Macquarie Island,Macquarie.Island
spase://SMWG/Observatory/IAGA/Madras,IAGA_Madras,Madras,IAGA:MDS
spase://SMWG/Observatory/IAGA/Madrid,IAGA_Madrid,Madrid,IAGA:MDD
spase://SMWG/Observatory/IAGA/Magadan,IAGA_Magadan,Magadan,IAGA:MGD
spase://SMWG/Observatory/IAGA/Magallanes,IAGA_Magallanes,Magallanes,Magallanes
spase://SMWG/Observatory/IAGA/Maisach.1,IAGA_Maisach.1,Maisach 1,Maisach-1
spase://SMWG/Observatory/IAGA/Maisach.2,IAGA_Maisach.2,Maisach 2,Maisach-2
spase://SMWG/Observatory/IAGA/Maitun,IAGA_Maitun,Maitun Vladivostok,Vladivostok
spase://SMWG/Observatory/IAGA/Majuro,IAGA_Majuro,Majuro,IAGA:MJR
spase://SMWG/Observatory/IAGA/Makerstoun,IAGA_Makerstoun,Makerstoun,Makerstoun
spase://SMWG/Observatory/IAGA/Malyye.Karmakuly,IAGA_Malyye.Karmakuly,Malyye Karmakuly,Malyye.Karmakuly
spase://SMWG/Observatory/IAGA/Manado,IAGA_Manado,Manado,IAGA:MND
spase://SMWG/Observatory/IAGA/Manhay,IAGA_Manhay,Manhay,IAGA:MAB
spase://SMWG/Observatory/IAGA/Manila,IAGA_Manila,Manila,IAGA:MAN
spase://SMWG/Observatory/IAGA/Manzhouli,IAGA_Manzhouli,Manzhouli,Manzhouli
spase://SMWG/Observatory/IAGA/Marion.Island,IAGA_Marion.Island,Marion Island,Marion.Island
spase://SMWG/Observatory/IAGA/Martin.De.Vivies,IAGA_Martin.De.Vivies,Martin De Vivies,Martin.De.Vivies
spase://SMWG/Observatory/IAGA/Matochkin.Shar,IAGA_Matochkin.Shar,Matochkin Shar,Matochkin.Shar
spase://SMWG/Observatory/IAGA/Mauritius,IAGA_Mauritius,Mauritius,Mauritius
spase://SMWG/Observatory/IAGA/Mawson,IAGA_Mawson,Mawson,IAGA:MAW
spase://SMWG/Observatory/IAGA/MBour,IAGA_MBour,MBour,IAGA:MBO
spase://SMWG/Observatory/IAGA/Mcmath.Hulbert,IAGA_Mcmath.Hulbert,Mcmath Hulbert,Mcmath-Hulbert
spase://SMWG/Observatory/IAGA/Mcmurdo,IAGA_Mcmurdo,Mcmurdo,IAGA:MCM
spase://SMWG/Observatory/IAGA/Meanook,IAGA_Meanook,MEA,IAGA:MEA
spase://SMWG/Observatory/IAGA/Melbourne,IAGA_Melbourne,Melbourne,Melbourne
spase://SMWG/Observatory/IAGA/Melville.AFB,IAGA_Melville.AFB,Melville AFB,Melville.AFB
spase://SMWG/Observatory/IAGA/Memambetsu,IAGA_Memambetsu,Memambetsu,Memambetsu
spase://SMWG/Observatory/IAGA/Mexico.City,IAGA_Mexico.City,Mexico City,Mexico.City
spase://SMWG/Observatory/IAGA/Midway.1,IAGA_Midway.1,Midway 1,Midway-1
spase://SMWG/Observatory/IAGA/Midway.2,IAGA_Midway.2,Midway 2,Midway-2
spase://SMWG/Observatory/IAGA/Mikolow,IAGA_Mikolow,Mikolow,IAGA:BMK
spase://SMWG/Observatory/IAGA/Minamitory.Shima,IAGA_Minamitory.Shima,Minamitory Shima,Minamitory.Shima
spase://SMWG/Observatory/IAGA/Minneapolis,IAGA_Minneapolis,Minneapolis,Minneapolis
spase://SMWG/Observatory/IAGA/Minsk,IAGA_Minsk,Minsk Pleshenitzi,Pleshenitzi
spase://SMWG/Observatory/IAGA/Mirny,IAGA_Mirny,Mirny,IAGA:MIR
spase://SMWG/Observatory/IAGA/Misallat,IAGA_Misallat,Misallat,Misallat
spase://SMWG/Observatory/IAGA/Miyazu,IAGA_Miyazu,Miyazu,IAGA:MIU
spase://SMWG/Observatory/IAGA/Mizuho,IAGA_Mizuho,Mizuho,IAGA:MIO
spase://SMWG/Observatory/IAGA/Mizusawa,IAGA_Mizusawa,Mizusawa,Mizusawa
spase://SMWG/Observatory/IAGA/Mo.He,IAGA_Mo.He,Mo He,IAGA:MOH
spase://SMWG/Observatory/IAGA/Moca,IAGA_Moca,Moca,IAGA:MFP
spase://SMWG/Observatory/IAGA/Modiim,IAGA_Modiim,Modiim,IAGA:MOD
spase://SMWG/Observatory/IAGA/Mogadiscio,IAGA_Mogadiscio,Mogadiscio,Mogadiscio
spase://SMWG/Observatory/IAGA/Molodezhnaya,IAGA_Molodezhnaya,Molodezhnaya,Molodezhnaya
spase://SMWG/Observatory/IAGA/Moskva,IAGA_Moskva,Moskva,IAGA:MSK
spase://SMWG/Observatory/IAGA/Mould.Bay,IAGA_Mould.Bay,Mould Bay,Mould.Bay
spase://SMWG/Observatory/IAGA/Mount.Weather,IAGA_Mount.Weather,Mount Weather,Mount.Weather
spase://SMWG/Observatory/IAGA/Mt.Clemens,IAGA_Mt.Clemens,Mt Clemens,Mt.Clemens
spase://SMWG/Observatory/IAGA/Mt.Wilson,IAGA_Mt.Wilson,Mt Wilson,Mt.Wilson
spase://SMWG/Observatory/IAGA/Munchen,IAGA_Munchen,Munchen,IAGA:MNH
spase://SMWG/Observatory/IAGA/Muntinlupa,IAGA_Muntinlupa,Muntinlupa,Muntinlupa
spase://SMWG/Observatory/IAGA/Murchison.Bay,IAGA_Murchison.Bay,Murchison Bay,Murchison.Bay
spase://SMWG/Observatory/IAGA/Murmansk,IAGA_Murmansk,Murmansk,Murmansk
spase://SMWG/Observatory/IAGA/Nagpur,IAGA_Nagpur,Nagpur,IAGA:NGP
spase://SMWG/Observatory/IAGA/Nagycenk,IAGA_Nagycenk,Nagycenk,Nagycenk
spase://SMWG/Observatory/IAGA/Nairobi,IAGA_Nairobi,Nairobi,IAGA:NAI
spase://SMWG/Observatory/IAGA/Nampula,IAGA_Nampula,Nampula,IAGA:NMP
spase://SMWG/Observatory/IAGA/Nanortalik,IAGA_Nanortalik,Nanortalik,Nanortalik
spase://SMWG/Observatory/IAGA/Nantes,IAGA_Nantes,Nantes,IAGA:NTS
spase://SMWG/Observatory/IAGA/Narssarssuaq,IAGA_Narssarssuaq,Narssarssuaq,Narssarssuaq
spase://SMWG/Observatory/IAGA/Nerchinsk,IAGA_Nerchinsk,Nerchinsk,Nerchinsk
spase://SMWG/Observatory/IAGA/Neufahrwasser,IAGA_Neufahrwasser,Neufahrwasser,Neufahrwasser
spase://SMWG/Observatory/IAGA/Neumayer.Station.III,IAGA_Neumayer.Station.III,Neumayer Station III,IAGA:VNA
spase://SMWG/Observatory/IAGA/New.Alesund,IAGA_New.Alesund,New Alesund,New.Alesund
spase://SMWG/Observatory/IAGA/New.Year.Island,IAGA_New.Year.Island,New Year Island,New.Year.Island
spase://SMWG/Observatory/IAGA/Newport,IAGA_Newport,Newport,IAGA:NEW
spase://SMWG/Observatory/IAGA/Nice,IAGA_Nice,Nice,IAGA:NCE
spase://SMWG/Observatory/IAGA/Nida,IAGA_Nida,Nida,IAGA:NDA
spase://SMWG/Observatory/IAGA/Niemegk,IAGA_Niemegk,Niemegk,IAGA:NGK
spase://SMWG/Observatory/IAGA/Nitsanim,IAGA_Nitsanim,Nitsanim,Nitsanim
spase://SMWG/Observatory/IAGA/Nizhnedevitsk,IAGA_Nizhnedevitsk,Nizhnedevitsk,Nizhnedevitsk
spase://SMWG/Observatory/IAGA/Nord,IAGA_Nord,NRD,IAGA:NRD
spase://SMWG/Observatory/IAGA/Norilsk,IAGA_Norilsk,Norilsk,IAGA:NOK
spase://SMWG/Observatory/IAGA/Norman.Wells,IAGA_Norman.Wells,Norman Wells,Norman.Wells
spase://SMWG/Observatory/IAGA/North.Pole.10,IAGA_North.Pole.10,North Pole 10,North.Pole.10
spase://SMWG/Observatory/IAGA/North.Pole.12,IAGA_North.Pole.12,North Pole 12,North.Pole.12
spase://SMWG/Observatory/IAGA/North.Pole.13,IAGA_North.Pole.13,North Pole 13,North.Pole.13
spase://SMWG/Observatory/IAGA/North.Pole.6,IAGA_North.Pole.6,North Pole 6,North.Pole.6
spase://SMWG/Observatory/IAGA/North.Pole.7,IAGA_North.Pole.7,North Pole 7,North.Pole.7
spase://SMWG/Observatory/IAGA/North.Pole.8,IAGA_North.Pole.8,North Pole 8,North.Pole.8
spase://SMWG/Observatory/IAGA/Northway,IAGA_Northway,Northway,Northway
spase://SMWG/Observatory/IAGA/Norway.House,IAGA_Norway.House,Norway House,Norway.House
spase://SMWG/Observatory/IAGA/Norway.Station,IAGA_Norway.Station,Norway Station,Norway.Station
spase://SMWG/Observatory/IAGA/Novokazalinsk,IAGA_Novokazalinsk,Novokazalinsk,Novokazalinsk
spase://SMWG/Observatory/IAGA/Novolazarevskaya,IAGA_Novolazarevskaya,Novolazarevskaya,Novolazarevskaya
spase://SMWG/Observatory/IAGA/Novosibirsk,IAGA_Novosibirsk,Novosibirsk,Novosibirsk
spase://SMWG/Observatory/IAGA/Numto,IAGA_Numto,Numto,IAGA:NMT
spase://SMWG/Observatory/IAGA/Nurmijarvi,IAGA_Nurmijarvi,NUR,Nurmijarvi
spase://SMWG/Observatory/IAGA/Oasis,IAGA_Oasis,Oasis,IAGA:OAS
spase://SMWG/Observatory/IAGA/Odessa,IAGA_Odessa,Odessa,IAGA:ODA
spase://SMWG/Observatory/IAGA/OGyalia,IAGA_OGyalia,O'Gyalia,O'Gyalia
spase://SMWG/Observatory/IAGA/Okinawa,IAGA_Okinawa,Okinawa,IAGA:OKN
spase://SMWG/Observatory/IAGA/Onagawa,IAGA_Onagawa,Onagawa,IAGA:ONW
spase://SMWG/Observatory/IAGA/Orange.Bay,IAGA_Orange.Bay,Orange Bay,Orange.Bay
spase://SMWG/Observatory/IAGA/Orcadas.Del.Sur,IAGA_Orcadas.Del.Sur,Orcadas Del Sur,Orcadas.Del.Sur
spase://SMWG/Observatory/IAGA/Oslo,IAGA_Oslo,Oslo,IAGA:OSL
spase://SMWG/Observatory/IAGA/Otomari,IAGA_Otomari,Otomari,IAGA:OTM
spase://SMWG/Observatory/IAGA/Ottawa,IAGA_Ottawa,OTT,IAGA:OTT
spase://SMWG/Observatory/IAGA/Oulujarvi,IAGA_Oulujarvi,OUL,Oulujarvi
spase://SMWG/Observatory/IAGA/Palau,IAGA_Palau,Palau,IAGA:PLA
spase://SMWG/Observatory/IAGA/Palmyra.Island,IAGA_Palmyra.Island,Palmyra Island,Palmyra.Island
spase://SMWG/Observatory/IAGA/Panagyurishte,IAGA_Panagyurishte,Panagyurishte,Panagyurishte
spase://SMWG/Observatory/IAGA/Papeete,IAGA_Papeete,Papeete,IAGA:PPT
spase://SMWG/Observatory/IAGA/Paramaribo,IAGA_Paramaribo,Paramaribo,Paramaribo
spase://SMWG/Observatory/IAGA/Paratunka,IAGA_Paratunka,Paratunka Petropavlovsk,Petropavlovsk
spase://SMWG/Observatory/IAGA/Patacamaya,IAGA_Patacamaya,Patacamaya,Patacamaya
spase://SMWG/Observatory/IAGA/Patrick,IAGA_Patrick,Patrick,IAGA:PAT
spase://SMWG/Observatory/IAGA/Patrony,IAGA_Patrony,Patrony Irkoutsk,Irkoutsk
spase://SMWG/Observatory/IAGA/Pebek,IAGA_Pebek,Pebek,IAGA:PBK
spase://SMWG/Observatory/IAGA/Pedeli,IAGA_Pedeli,Pedeli,IAGA:PEG
spase://SMWG/Observatory/IAGA/Peking.1,IAGA_Peking.1,Peking,Peking.1
spase://SMWG/Observatory/IAGA/Penang,IAGA_Penang,Penang,IAGA:PNN
spase://SMWG/Observatory/IAGA/Perpignan,IAGA_Perpignan,Perpignan,Perpignan
spase://SMWG/Observatory/IAGA/Petsamo,IAGA_Petsamo,Petsamo,IAGA:PTS
spase://SMWG/Observatory/IAGA/Philadelphia,IAGA_Philadelphia,Philadelphia,Philadelphia
spase://SMWG/Observatory/IAGA/Phutuy,IAGA_Phutuy,Phutuy,IAGA:PHU
spase://SMWG/Observatory/IAGA/Pilar,IAGA_Pilar,Pilar,IAGA:PIL
spase://SMWG/Observatory/IAGA/Pionerskaya,IAGA_Pionerskaya,Pionerskaya,Pionerskaya
spase://SMWG/Observatory/IAGA/Pitlekaya,IAGA_Pitlekaya,Pitlekaya,Pitlekaya
spase://SMWG/Observatory/IAGA/Plaisance,IAGA_Plaisance,Plaisance,Plaisance
spase://SMWG/Observatory/IAGA/Plateau,IAGA_Plateau,Plateau,IAGA:PTU
spase://SMWG/Observatory/IAGA/Podkamenaya.Tunguska,IAGA_Podkamenaya.Tunguska,Podkamenaya Tunguska,Podkamenaya.Tunguska
spase://SMWG/Observatory/IAGA/Poker.Flat,IAGA_Poker.Flat,POK,Poker.Flat
spase://SMWG/Observatory/IAGA/Pola,IAGA_Pola,Pola,IAGA:POL
spase://SMWG/Observatory/IAGA/Pondicherry,IAGA_Pondicherry,Pondicherry,Pondicherry
spase://SMWG/Observatory/IAGA/Port.Aux.Francais,IAGA_Port.Aux.Francais,Port Aux Francais,Port.Aux.Francais
spase://SMWG/Observatory/IAGA/Port.Foulke,IAGA_Port.Foulke,Port Foulke,Port.Foulke
spase://SMWG/Observatory/IAGA/Port.Jeanne.DArc,IAGA_Port.Jeanne.DArc,Port Jeanne D'Arc,Port.Jeanne.D'Arc
spase://SMWG/Observatory/IAGA/Port.Moresby,IAGA_Port.Moresby,Port Moresby,Port.Moresby
spase://SMWG/Observatory/IAGA/Port.Stanley,IAGA_Port.Stanley,Port Stanley,Port.Stanley
spase://SMWG/Observatory/IAGA/Poste.De.La.Baleine,IAGA_Poste.De.La.Baleine,Poste De La Baleine,Poste.De.La.Baleine
spase://SMWG/Observatory/IAGA/Potsdam,IAGA_Potsdam,Potsdam,IAGA:POT
spase://SMWG/Observatory/IAGA/Prague,IAGA_Prague,Prague,IAGA:PRA
spase://SMWG/Observatory/IAGA/Preobrazhenia,IAGA_Preobrazhenia,Preobrazhenia,Preobrazhenia
spase://SMWG/Observatory/IAGA/Price,IAGA_Price,Price,IAGA:PCU
spase://SMWG/Observatory/IAGA/Pruhonice,IAGA_Pruhonice,Pruhonice,Pruhonice
spase://SMWG/Observatory/IAGA/Qianling,IAGA_Qianling,Qianling,Qianling
spase://SMWG/Observatory/IAGA/Qiongzhong,IAGA_Qiongzhong,Qiongzhong,Qiongzhong
spase://SMWG/Observatory/IAGA/Qsaybeh,IAGA_Qsaybeh,Qsaybeh,IAGA:QSB
spase://SMWG/Observatory/IAGA/Quanzhou,IAGA_Quanzhou,Quanzhou,Quanzhou
spase://SMWG/Observatory/IAGA/Quetta,IAGA_Quetta,Quetta,IAGA:QUE
spase://SMWG/Observatory/IAGA/Raciborg,IAGA_Raciborg,Raciborg,Raciborg
spase://SMWG/Observatory/IAGA/Rankin.Inlet,IAGA_Rankin.Inlet,RIT,Rankin.Inlet
spase://SMWG/Observatory/IAGA/Rapid.City,IAGA_Rapid.City,Rapid City,Rapid.City
spase://SMWG/Observatory/IAGA/Refuge.Harbour,IAGA_Refuge.Harbour,Refuge Harbour,Refuge.Harbour
spase://SMWG/Observatory/IAGA/Regensberg,IAGA_Regensberg,Regensberg,Regensberg
spase://SMWG/Observatory/IAGA/Resolute.Bay,IAGA_Resolute.Bay,Resolute Bay,Resolute.Bay
spase://SMWG/Observatory/IAGA/Rio.De.Janeiro,IAGA_Rio.De.Janeiro,Rio De Janeiro,Rio.De.Janeiro
spase://SMWG/Observatory/IAGA/Roburent,IAGA_Roburent,Roburent,Roburent
spase://SMWG/Observatory/IAGA/Roi.Baudouin,IAGA_Roi.Baudouin,Roi Baudouin,Roi.Baudouin
spase://SMWG/Observatory/IAGA/Rostock,IAGA_Rostock,Rostock,IAGA:ROK
spase://SMWG/Observatory/IAGA/Rostov.On.Don,IAGA_Rostov.On.Don,Rostov On Don,Rostov.On.Don
spase://SMWG/Observatory/IAGA/Rude.Skov,IAGA_Rude.Skov,Rude Skov,Rude.Skov
spase://SMWG/Observatory/IAGA/Rybachy,IAGA_Rybachy,Rybachy,IAGA:RYB
spase://SMWG/Observatory/IAGA/S.Cruz.De.Tenerife,IAGA_S.Cruz.De.Tenerife,S Cruz De Tenerife Las Mesas,Las.Mesas
spase://SMWG/Observatory/IAGA/Sabhawala,IAGA_Sabhawala,Sabhawala,Sabhawala
spase://SMWG/Observatory/IAGA/Sable.Island,IAGA_Sable.Island,Sable Island,Sable.Island
spase://SMWG/Observatory/IAGA/Sachs.Harbour,IAGA_Sachs.Harbour,Sachs Harbour,Sachs.Harbour
spase://SMWG/Observatory/IAGA/Sagastyr,IAGA_Sagastyr,Sagastyr,Sagastyr
spase://SMWG/Observatory/IAGA/Saint.Maur,IAGA_Saint.Maur,Saint Maur,Saint.Maur
spase://SMWG/Observatory/IAGA/San.Fernando,IAGA_San.Fernando,San Fernando,San.Fernando
spase://SMWG/Observatory/IAGA/San.Jose.Dos.Campos,IAGA_San.Jose.Dos.Campos,San Jose Dos Campos,San.Jose.Dos.Campos
spase://SMWG/Observatory/IAGA/San.Jose.Las.Lajas,IAGA_San.Jose.Las.Lajas,San Jose Las Lajas,San.Jose.Las.Lajas
spase://SMWG/Observatory/IAGA/San.Juan.1.2.3,IAGA_San.Juan.1.2.3,San Juan 1 2 3,San.Juan.1-2-3
spase://SMWG/Observatory/IAGA/San.Miguel,IAGA_San.Miguel,San Miguel,San.Miguel
spase://SMWG/Observatory/IAGA/San.Pablo.De.Los.Montes,IAGA_San.Pablo.De.Los.Montes,San Pablo De Los Montes,San.Pablo.De.Los.Montes
spase://SMWG/Observatory/IAGA/Sanae,IAGA_Sanae,Sanae,IAGA:SNA
spase://SMWG/Observatory/IAGA/Santiago,IAGA_Santiago,Santiago,Santiago
spase://SMWG/Observatory/IAGA/Sanya,IAGA_Sanya,Sanya,IAGA:SAN
spase://SMWG/Observatory/IAGA/Saskatoon,IAGA_Saskatoon,Saskatoon,Saskatoon
spase://SMWG/Observatory/IAGA/Scoresby.Sund,IAGA_Scoresby.Sund,Scoresby Sund,Scoresby.Sund
spase://SMWG/Observatory/IAGA/Scott.Base,IAGA_Scott.Base,Scott Base,Scott.Base
spase://SMWG/Observatory/IAGA/Sdr.Stromfjord,IAGA_Sdr.Stromfjord,Sdr Stromfjord,Sdr.Stromfjord
spase://SMWG/Observatory/IAGA/Seddin,IAGA_Seddin,Seddin,IAGA:SED
spase://SMWG/Observatory/IAGA/Seoul,IAGA_Seoul,Seoul,IAGA:SEO
spase://SMWG/Observatory/IAGA/Seykha,IAGA_Seykha,Seykha,IAGA:SEY
spase://SMWG/Observatory/IAGA/Shatsk,IAGA_Shatsk,Shatsk,IAGA:SHT
spase://SMWG/Observatory/IAGA/She.Shan,IAGA_She.Shan,She Shan,She-Shan
spase://SMWG/Observatory/IAGA/Shepherd.Bay,IAGA_Shepherd.Bay,Shepherd Bay,Shepherd.Bay
spase://SMWG/Observatory/IAGA/Shillong,IAGA_Shillong,Shillong,Shillong
spase://SMWG/Observatory/IAGA/Shumagin,IAGA_Shumagin,SHU,Shumagin
spase://SMWG/Observatory/IAGA/Sidmouth,IAGA_Sidmouth,Sidmouth,Sidmouth
spase://SMWG/Observatory/IAGA/Silchar,IAGA_Silchar,Silchar,IAGA:SIL
spase://SMWG/Observatory/IAGA/Simferopol,IAGA_Simferopol,Simferopol,Simferopol
spase://SMWG/Observatory/IAGA/Simosato,IAGA_Simosato,Simosato,Simosato
spase://SMWG/Observatory/IAGA/Singapore,IAGA_Singapore,Singapore,Singapore
spase://SMWG/Observatory/IAGA/Siple,IAGA_Siple,Siple,IAGA:SPL
spase://SMWG/Observatory/IAGA/Sitka,IAGA_Sitka,SIT,IAGA:SIT
spase://SMWG/Observatory/IAGA/Slutsk,IAGA_Slutsk,Slutsk,IAGA:SLU
spase://SMWG/Observatory/IAGA/Sodankyla,IAGA_Sodankyla,Sodankyla,Sodankyla
spase://SMWG/Observatory/IAGA/Sogra,IAGA_Sogra,Sogra,IAGA:SOG
spase://SMWG/Observatory/IAGA/Sonmiani,IAGA_Sonmiani,Sonmiani,Sonmiani
spase://SMWG/Observatory/IAGA/Soroa,IAGA_Soroa,Soroa,IAGA:SOR
spase://SMWG/Observatory/IAGA/South.Georgia,IAGA_South.Georgia,South Georgia,South.Georgia
spase://SMWG/Observatory/IAGA/South.Pole,IAGA_South.Pole,South Pole,South.Pole
spase://SMWG/Observatory/IAGA/South.Uist,IAGA_South.Uist,South Uist,South.Uist
spase://SMWG/Observatory/IAGA/Spitsbergen,IAGA_Spitsbergen,Spitsbergen,Spitsbergen
spase://SMWG/Observatory/IAGA/Srednikan,IAGA_Srednikan,Srednikan,Srednikan
spase://SMWG/Observatory/IAGA/Srobarova,IAGA_Srobarova,Srobarova,Srobarova
spase://SMWG/Observatory/IAGA/St.Helier,IAGA_St.Helier,St Helier,St.Helier
spase://SMWG/Observatory/IAGA/St.Johns,IAGA_St.Johns,STJ,St.John's
spase://SMWG/Observatory/IAGA/St.Petersburg,IAGA_St.Petersburg,St. Petersburg,St..Petersburg
spase://SMWG/Observatory/IAGA/Stepanovka,IAGA_Stepanovka,Stepanovka,Stepanovka
spase://SMWG/Observatory/IAGA/Stettin.Zabelsdorf,IAGA_Stettin.Zabelsdorf,Stettin Zabelsdorf,Stettin-Zabelsdorf
spase://SMWG/Observatory/IAGA/Stonyhurst,IAGA_Stonyhurst,Stonyhurst,Stonyhurst
spase://SMWG/Observatory/IAGA/Sudbury,IAGA_Sudbury,Sudbury,IAGA:SUB
spase://SMWG/Observatory/IAGA/Sukkertoppen,IAGA_Sukkertoppen,Sukkertoppen,Sukkertoppen
spase://SMWG/Observatory/IAGA/Surlari,IAGA_Surlari,Surlari,IAGA:SUA
spase://SMWG/Observatory/IAGA/Sveagruva,IAGA_Sveagruva,Sveagruva,Sveagruva
spase://SMWG/Observatory/IAGA/Sverdlovsk,IAGA_Sverdlovsk,Sverdlovsk Yekaterinburg,Yekaterinburg
spase://SMWG/Observatory/IAGA/Swider,IAGA_Swider,Swider,IAGA:SWI
spase://SMWG/Observatory/IAGA/Sydney,IAGA_Sydney,Sydney,IAGA:SYD
spase://SMWG/Observatory/IAGA/Syowa.Base,IAGA_Syowa.Base,Syowa Base,Syowa.Base
spase://SMWG/Observatory/IAGA/Tacubaya,IAGA_Tacubaya,Tacubaya,Tacubaya
spase://SMWG/Observatory/IAGA/Tahiti,IAGA_Tahiti,Tahiti,IAGA:TAH
spase://SMWG/Observatory/IAGA/Taipei,IAGA_Taipei,Taipei Taihoku,IAGA:TAP
spase://SMWG/Observatory/IAGA/Talara,IAGA_Talara,Talara,IAGA:TAL
spase://SMWG/Observatory/IAGA/Talkeetna,IAGA_Talkeetna,Talkeetna,Talkeetna
spase://SMWG/Observatory/IAGA/Tamanrasset,IAGA_Tamanrasset,Tamanrasset,Tamanrasset
spase://SMWG/Observatory/IAGA/Tambey,IAGA_Tambey,Tambey,IAGA:TMB
spase://SMWG/Observatory/IAGA/Tampa,IAGA_Tampa,Tampa,IAGA:TPA
spase://SMWG/Observatory/IAGA/Tangerang,IAGA_Tangerang,Tangerang,Tangerang
spase://SMWG/Observatory/IAGA/Tashkent.1,IAGA_Tashkent.1,Tashkent 1,Tashkent-1
spase://SMWG/Observatory/IAGA/Tashkent.2,IAGA_Tashkent.2,Tashkent 2 Yangi Bazar,Yangi-Bazar
spase://SMWG/Observatory/IAGA/Tasiusak,IAGA_Tasiusak,Tasiusak,Tasiusak
spase://SMWG/Observatory/IAGA/Tates.Cairn,IAGA_Tates.Cairn,Tate's Cairn,Tate's.Cairn
spase://SMWG/Observatory/IAGA/Tatuoca,IAGA_Tatuoca,Tatuoca,IAGA:TTB
spase://SMWG/Observatory/IAGA/Teheran,IAGA_Teheran,Teheran,IAGA:TEH
spase://SMWG/Observatory/IAGA/Tellnitz,IAGA_Tellnitz,Tellnitz,Tellnitz
spase://SMWG/Observatory/IAGA/Teoloyucan,IAGA_Teoloyucan,Teoloyucan,Teoloyucan
spase://SMWG/Observatory/IAGA/Teplitz.Bay,IAGA_Teplitz.Bay,Teplitz Bay,Teplitz.Bay
spase://SMWG/Observatory/IAGA/Terra.Nova.Bay,IAGA_Terra.Nova.Bay,Terra Nova Bay,Terra.Nova.Bay
spase://SMWG/Observatory/IAGA/Terre.Adelie,IAGA_Terre.Adelie,Terre Adelie,Terre.Adelie
spase://SMWG/Observatory/IAGA/Tevriz,IAGA_Tevriz,Tevriz,IAGA:TEV
spase://SMWG/Observatory/IAGA/Thompson,IAGA_Thompson,Thompson,Thompson
spase://SMWG/Observatory/IAGA/Thule.1,IAGA_Thule.1,Thule 1 Dundas,IAGA:THD
spase://SMWG/Observatory/IAGA/Thule.2,IAGA_Thule.2,Thule 2 Camp Tuto,Camp.Tuto
spase://SMWG/Observatory/IAGA/Thule.3,IAGA_Thule.3,Thule 3 Qanaq,IAGA:THL
spase://SMWG/Observatory/IAGA/Tiflis,IAGA_Tiflis,Tiflis,IAGA:TIF
spase://SMWG/Observatory/IAGA/Tihany,IAGA_Tihany,Tihany,IAGA:THY
spase://SMWG/Observatory/IAGA/Tikhaya.Bay,IAGA_Tikhaya.Bay,Tikhaya Bay,Tikhaya.Bay
spase://SMWG/Observatory/IAGA/Tiouine,IAGA_Tiouine,Tiouine,IAGA:TIO
spase://SMWG/Observatory/IAGA/Tiruchirapalli,IAGA_Tiruchirapalli,Tiruchirapalli,Tiruchirapalli
spase://SMWG/Observatory/IAGA/Tirunelveli,IAGA_Tirunelveli,Tirunelveli,Tirunelveli
spase://SMWG/Observatory/IAGA/Tixie.Bay,IAGA_Tixie.Bay,Tixie Bay,Tixie.Bay
spase://SMWG/Observatory/IAGA/Tokyo,IAGA_Tokyo,Tokyo,IAGA:TOK
spase://SMWG/Observatory/IAGA/Toledo,IAGA_Toledo,Toledo,IAGA:TOL
spase://SMWG/Observatory/IAGA/Tomsk,IAGA_Tomsk,Tomsk,IAGA:TMK
spase://SMWG/Observatory/IAGA/Tondano,IAGA_Tondano,Tondano,IAGA:TND
spase://SMWG/Observatory/IAGA/Tonghai,IAGA_Tonghai,Tonghai,IAGA:THJ
spase://SMWG/Observatory/IAGA/Toolangi,IAGA_Toolangi,Toolangi,Toolangi
spase://SMWG/Observatory/IAGA/Toronto,IAGA_Toronto,Toronto,IAGA:TOR
spase://SMWG/Observatory/IAGA/Toulouse,IAGA_Toulouse,Toulouse,Toulouse
spase://SMWG/Observatory/IAGA/Toungoo,IAGA_Toungoo,Toungoo,IAGA:TGO
spase://SMWG/Observatory/IAGA/Toyoharanew,IAGA_Toyoharanew,Toyoharanew,Toyoharanew
